Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio,Tipo: Municipio / Isla / Área no municipalizada,longitud,Latitud
47,MAGDALENA,47960,ZAPAYÁN,Municipio,"-74,716878","10,168297"
47,MAGDALENA,47980,ZONA BANANERA,Municipio,"-74,140091","10,763024"
50,META,50001,VILLAVICENCIO,Municipio,"-73,622601","4,126369"
50,META,50006,ACACÍAS,Municipio,"-73,766034","3,990413"
50,META,50110,BARRANCA DE UPÍA,Municipio,"-72,961083","4,566225"
50,META,50124,CABUYARO,Municipio,"-72,791768","4,286705"
50,META,50150,CASTILLA LA NUEVA,Municipio,"-73,687302","3,830005"
50,META,50223,CUBARRAL,Municipio,"-73,837999","3,793653"
50,META,50226,CUMARAL,Municipio,"-73,487052","4,270042"
50,META,50245,EL CALVARIO,Municipio,"-73,713325","4,352665"
50,META,50251,EL CASTILLO,Municipio,"-73,794225","3,563907"
50,META,50270,EL DORADO,Municipio,"-73,835264","3,739984"
50,META,50287,FUENTE DE ORO,Municipio,"-73,618121","3,462875"
50,META,50313,GRANADA,Municipio,"-73,705815","3,547147"
50,META,50318,GUAMAL,Municipio,"-73,768815","3,879657"
50,META,50325,MAPIRIPÁN,Municipio,"-72,135509","2,896617"
50,META,50330,MESETAS,Municipio,"-74,044328","3,382732"
50,META,50350,LA MACARENA,Municipio,"-73,78661","2,177143"
50,META,50370,URIBE,Municipio,"-74,351508","3,239634"
50,META,50400,LEJANÍAS,Municipio,"-74,023514","3,525115"
50,META,50450,PUERTO CONCORDIA,Municipio,"-72,760209","2,624006"
50,META,50568,PUERTO GAITÁN,Municipio,"-72,087649","4,314905"
50,META,50573,PUERTO LÓPEZ,Municipio,"-72,957324","4,09349"
50,META,50577,PUERTO LLERAS,Municipio,"-73,37385","3,272117"
50,META,50590,PUERTO RICO,Municipio,"-73,206314","2,939621"
50,META,50606,RESTREPO,Municipio,"-73,565408","4,259556"
50,META,50680,SAN CARLOS DE GUAROA,Municipio,"-73,242253","3,71065"
50,META,50683,SAN JUAN DE ARAMA,Municipio,"-73,875832","3,373728"
50,META,50686,SAN JUANITO,Municipio,"-73,676699","4,458181"
50,META,50689,SAN MARTÍN,Municipio,"-73,695812","3,701899"
50,META,50711,VISTAHERMOSA,Municipio,"-73,750966","3,125579"
52,NARIÑO,52001,PASTO,Municipio,"-77,278795","1,212352"
52,NARIÑO,52019,ALBÁN,Municipio,"-77,080712","1,474978"
52,NARIÑO,52022,ALDANA,Municipio,"-77,700564","0,882381"
52,NARIÑO,52036,ANCUYA,Municipio,"-77,514512","1,263276"
52,NARIÑO,52051,ARBOLEDA,Municipio,"-77,135467","1,503418"
52,NARIÑO,52079,BARBACOAS,Municipio,"-78,13765","1,671733"
52,NARIÑO,52083,BELÉN,Municipio,"-77,015619","1,595681"
52,NARIÑO,52110,BUESACO,Municipio,"-77,156463","1,381453"
52,NARIÑO,52203,COLÓN,Municipio,"-77,019777","1,643878"
52,NARIÑO,52207,CONSACÁ,Municipio,"-77,466136","1,207854"
52,NARIÑO,52210,CONTADERO,Municipio,"-77,549409","0,910458"
52,NARIÑO,52215,CÓRDOBA,Municipio,"-77,517897","0,854564"
52,NARIÑO,52224,CUASPUD CARLOSAMA,Municipio,"-77,728947","0,862978"
52,NARIÑO,52227,CUMBAL,Municipio,"-77,792505","0,906367"
52,NARIÑO,52233,CUMBITARA,Municipio,"-77,578616","1,647163"
52,NARIÑO,52240,CHACHAGÜÍ,Municipio,"-77,281869","1,360545"
52,NARIÑO,52250,EL CHARCO,Municipio,"-78,110217","2,479688"
52,NARIÑO,52254,EL PEÑOL,Municipio,"-77,438522","1,453567"
52,NARIÑO,52256,EL ROSARIO,Municipio,"-77,33417","1,745309"
52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,Municipio,"-77,097101","1,427277"
52,NARIÑO,52260,EL TAMBO,Municipio,"-77,390772","1,407913"
52,NARIÑO,52287,FUNES,Municipio,"-77,448913","1,001159"
52,NARIÑO,52317,GUACHUCAL,Municipio,"-77,731589","0,959744"
52,NARIÑO,52320,GUAITARILLA,Municipio,"-77,549824","1,129574"
52,NARIÑO,52323,GUALMATÁN,Municipio,"-77,568701","0,919652"
52,NARIÑO,52352,ILES,Municipio,"-77,521227","0,96952"
52,NARIÑO,52354,IMUÉS,Municipio,"-77,496339","1,05506"
52,NARIÑO,52356,IPIALES,Municipio,"-77,646367","0,827732"
52,NARIÑO,52378,LA CRUZ,Municipio,"-76,970504","1,601318"
52,NARIÑO,52381,LA FLORIDA,Municipio,"-77,402882","1,29753"
52,NARIÑO,52385,LA LLANADA,Municipio,"-77,58091","1,472892"
52,NARIÑO,52390,LA TOLA,Municipio,"-78,189725","2,398999"
52,NARIÑO,52399,LA UNIÓN,Municipio,"-77,131316","1,600219"
52,NARIÑO,52405,LEIVA,Municipio,"-77,306135","1,934453"
52,NARIÑO,52411,LINARES,Municipio,"-77,523953","1,350814"
52,NARIÑO,52418,LOS ANDES,Municipio,"-77,521303","1,494587"
52,NARIÑO,52427,MAGÜÍ,Municipio,"-78,182924","1,765633"
52,NARIÑO,52435,MALLAMA,Municipio,"-77,864549","1,141037"
52,NARIÑO,52473,MOSQUERA,Municipio,"-78,452992","2,507139"
52,NARIÑO,52480,NARIÑO,Municipio,"-77,357972","1,288979"
52,NARIÑO,52490,OLAYA HERRERA,Municipio,"-78,325814","2,347457"
52,NARIÑO,52506,OSPINA,Municipio,"-77,566082","1,058433"
52,NARIÑO,52520,FRANCISCO PIZARRO,Municipio,"-78,658361","2,040629"
52,NARIÑO,52540,POLICARPA,Municipio,"-77,458686","1,627196"
52,NARIÑO,52560,POTOSÍ,Municipio,"-77,573003","0,806639"
52,NARIÑO,52565,PROVIDENCIA,Municipio,"-77,596794","1,237814"
52,NARIÑO,52573,PUERRES,Municipio,"-77,504211","0,885125"
52,NARIÑO,52585,PUPIALES,Municipio,"-77,636042","0,870442"
52,NARIÑO,52612,RICAURTE,Municipio,"-77,995153","1,212492"
52,NARIÑO,52621,ROBERTO PAYÁN,Municipio,"-78,245716","1,697492"
52,NARIÑO,52678,SAMANIEGO,Municipio,"-77,594341","1,335438"
52,NARIÑO,52683,SANDONÁ,Municipio,"-77,47313","1,283438"
52,NARIÑO,52685,SAN BERNARDO,Municipio,"-77,0475","1,513762"
52,NARIÑO,52687,SAN LORENZO,Municipio,"-77,21542","1,503362"
52,NARIÑO,52693,SAN PABLO,Municipio,"-77,013984","1,669429"
52,NARIÑO,52694,SAN PEDRO DE CARTAGO,Municipio,"-77,11941","1,551572"
52,NARIÑO,52696,SANTA BÁRBARA,Municipio,"-77,979916","2,449653"
52,NARIÑO,52699,SANTACRUZ,Municipio,"-77,677035","1,222589"
52,NARIÑO,52720,SAPUYES,Municipio,"-77,62028","1,037536"
52,NARIÑO,52786,TAMINANGO,Municipio,"-77,2808","1,570358"
52,NARIÑO,52788,TANGUA,Municipio,"-77,393735","1,09482"
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,Municipio,"-78,764073","1,807399"
52,NARIÑO,52838,TÚQUERRES,Municipio,"-77,61672","1,085044"
52,NARIÑO,52885,YACUANQUER,Municipio,"-77,400169","1,115937"
54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,Municipio,"-72,508178","7,905725"
54,NORTE DE SANTANDER,54003,ÁBREGO,Municipio,"-73,221722","8,081616"
54,NORTE DE SANTANDER,54051,ARBOLEDAS,Municipio,"-72,798952","7,642985"
54,NORTE DE SANTANDER,54099,BOCHALEMA,Municipio,"-72,64701","7,612192"
54,NORTE DE SANTANDER,54109,BUCARASICA,Municipio,"-72,868231","8,041299"
54,NORTE DE SANTANDER,54125,CÁCOTA,Municipio,"-72,642059","7,268705"
54,NORTE DE SANTANDER,54128,CÁCHIRA,Municipio,"-73,048983","7,741248"
54,NORTE DE SANTANDER,54172,CHINÁCOTA,Municipio,"-72,601162","7,603112"
54,NORTE DE SANTANDER,54174,CHITAGÁ,Municipio,"-72,665468","7,138187"
54,NORTE DE SANTANDER,54206,CONVENCIÓN,Municipio,"-73,3372","8,470374"
54,NORTE DE SANTANDER,54223,CUCUTILLA,Municipio,"-72,772816","7,539633"
54,NORTE DE SANTANDER,54239,DURANIA,Municipio,"-72,658491","7,714804"
54,NORTE DE SANTANDER,54245,EL CARMEN,Municipio,"-73,446687","8,510579"
54,NORTE DE SANTANDER,54250,EL TARRA,Municipio,"-73,09614","8,574281"
54,NORTE DE SANTANDER,54261,EL ZULIA,Municipio,"-72,604717","7,938572"
54,NORTE DE SANTANDER,54313,GRAMALOTE,Municipio,"-72,787233","7,916946"
54,NORTE DE SANTANDER,54344,HACARÍ,Municipio,"-73,145997","8,321506"
54,NORTE DE SANTANDER,54347,HERRÁN,Municipio,"-72,483519","7,506541"
54,NORTE DE SANTANDER,54377,LABATECA,Municipio,"-72,495983","7,298414"
54,NORTE DE SANTANDER,54385,LA ESPERANZA,Municipio,"-73,328126","7,639839"
54,NORTE DE SANTANDER,54398,LA PLAYA,Municipio,"-73,239986","8,21124"
54,NORTE DE SANTANDER,54405,LOS PATIOS,Municipio,"-72,505612","7,833186"
54,NORTE DE SANTANDER,54418,LOURDES,Municipio,"-72,832376","7,945631"
54,NORTE DE SANTANDER,54480,MUTISCUA,Municipio,"-72,747169","7,300469"
54,NORTE DE SANTANDER,54498,OCAÑA,Municipio,"-73,35607","8,248574"
54,NORTE DE SANTANDER,54518,PAMPLONA,Municipio,"-72,647714","7,372802"
54,NORTE DE SANTANDER,54520,PAMPLONITA,Municipio,"-72,639111","7,436745"
54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,Municipio,"-72,411363","8,359993"
54,NORTE DE SANTANDER,54599,RAGONVALIA,Municipio,"-72,476708","7,577861"
54,NORTE DE SANTANDER,54660,SALAZAR,Municipio,"-72,813064","7,773683"
54,NORTE DE SANTANDER,54670,SAN CALIXTO,Municipio,"-73,208622","8,40214"
54,NORTE DE SANTANDER,54673,SAN CAYETANO,Municipio,"-72,625459","7,875695"
54,NORTE DE SANTANDER,54680,SANTIAGO,Municipio,"-72,716203","7,865856"
54,NORTE DE SANTANDER,54720,SARDINATA,Municipio,"-72,800577","8,082105"
54,NORTE DE SANTANDER,54743,SILOS,Municipio,"-72,757128","7,204736"
54,NORTE DE SANTANDER,54800,TEORAMA,Municipio,"-73,28707","8,438134"
54,NORTE DE SANTANDER,54810,TIBÚ,Municipio,"-72,734496","8,639891"
54,NORTE DE SANTANDER,54820,TOLEDO,Municipio,"-72,481915","7,307692"
54,NORTE DE SANTANDER,54871,VILLA CARO,Municipio,"-72,973601","7,914244"
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,Municipio,"-72,469758","7,847672"
63,QUINDÍO,63001,ARMENIA,Municipio,"-75,680786","4,53598"
63,QUINDÍO,63111,BUENAVISTA,Municipio,"-75,739572","4,360029"
63,QUINDÍO,63130,CALARCÁ,Municipio,"-75,646085","4,520982"
63,QUINDÍO,63190,CIRCASIA,Municipio,"-75,636533","4,617759"
63,QUINDÍO,63212,CÓRDOBA,Municipio,"-75,687866","4,392485"
63,QUINDÍO,63272,FILANDIA,Municipio,"-75,658387","4,674338"
63,QUINDÍO,63302,GÉNOVA,Municipio,"-75,790402","4,206641"
63,QUINDÍO,63401,LA TEBAIDA,Municipio,"-75,786887","4,453755"
63,QUINDÍO,63470,MONTENEGRO,Municipio,"-75,749827","4,565057"
63,QUINDÍO,63548,PIJAO,Municipio,"-75,703329","4,335036"
63,QUINDÍO,63594,QUIMBAYA,Municipio,"-75,765074","4,624387"
63,QUINDÍO,63690,SALENTO,Municipio,"-75,570844","4,637157"
66,RISARALDA,66001,PEREIRA,Municipio,"-75,719711","4,804985"
66,RISARALDA,66045,APÍA,Municipio,"-75,942356","5,106526"
66,RISARALDA,66075,BALBOA,Municipio,"-75,958663","4,949096"
66,RISARALDA,66088,BELÉN DE UMBRÍA,Municipio,"-75,868334","5,200793"
66,RISARALDA,66170,DOSQUEBRADAS,Municipio,"-75,675371","4,833131"
66,RISARALDA,66318,GUÁTICA,Municipio,"-75,799005","5,315367"
66,RISARALDA,66383,LA CELIA,Municipio,"-76,0032","5,002787"
66,RISARALDA,66400,LA VIRGINIA,Municipio,"-75,880394","4,896624"
66,RISARALDA,66440,MARSELLA,Municipio,"-75,73879","4,935771"
66,RISARALDA,66456,MISTRATÓ,Municipio,"-75,882886","5,297039"
66,RISARALDA,66572,PUEBLO RICO,Municipio,"-76,030801","5,222043"
66,RISARALDA,66594,QUINCHÍA,Municipio,"-75,730431","5,340456"
66,RISARALDA,66682,SANTA ROSA DE CABAL,Municipio,"-75,623268","4,876271"
66,RISARALDA,66687,SANTUARIO,Municipio,"-75,964628","5,074911"
68,SANTANDER,68001,BUCARAMANGA,Municipio,"-73,132562","7,11647"
68,SANTANDER,68013,AGUADA,Municipio,"-73,523132","6,162355"
68,SANTANDER,68020,ALBANIA,Municipio,"-73,91336","5,759166"
68,SANTANDER,68051,ARATOCA,Municipio,"-73,01786","6,694418"
68,SANTANDER,68077,BARBOSA,Municipio,"-73,615965","5,932531"
68,SANTANDER,68079,BARICHARA,Municipio,"-73,223047","6,634111"
68,SANTANDER,68081,BARRANCABERMEJA,Municipio,"-73,849243","7,064857"
68,SANTANDER,68092,BETULIA,Municipio,"-73,283669","6,899525"
68,SANTANDER,68101,BOLÍVAR,Municipio,"-73,771346","5,988953"
68,SANTANDER,68121,CABRERA,Municipio,"-73,246475","6,592118"
68,SANTANDER,68132,CALIFORNIA,Municipio,"-72,946491","7,347989"
68,SANTANDER,68147,CAPITANEJO,Municipio,"-72,695427","6,527394"
68,SANTANDER,68152,CARCASÍ,Municipio,"-72,627099","6,629016"
68,SANTANDER,68160,CEPITÁ,Municipio,"-72,973536","6,753518"
68,SANTANDER,68162,CERRITO,Municipio,"-72,694851","6,840405"
68,SANTANDER,68167,CHARALÁ,Municipio,"-73,146873","6,284339"
68,SANTANDER,68169,CHARTA,Municipio,"-72,968798","7,28082"
68,SANTANDER,68176,CHIMA,Municipio,"-73,373656","6,344348"
68,SANTANDER,68179,CHIPATÁ,Municipio,"-73,637111","6,062521"
68,SANTANDER,68190,CIMITARRA,Municipio,"-73,953011","6,320886"
68,SANTANDER,68207,CONCEPCIÓN,Municipio,"-72,694567","6,768908"
68,SANTANDER,68209,CONFINES,Municipio,"-73,240554","6,357327"
68,SANTANDER,68211,CONTRATACIÓN,Municipio,"-73,474426","6,290561"
68,SANTANDER,68217,COROMORO,Municipio,"-73,040816","6,294999"
68,SANTANDER,68229,CURITÍ,Municipio,"-73,069383","6,605099"
68,SANTANDER,68235,EL CARMEN DE CHUCURÍ,Municipio,"-73,51066","6,700038"
68,SANTANDER,68245,EL GUACAMAYO,Municipio,"-73,496908","6,245111"
68,SANTANDER,68250,EL PEÑÓN,Municipio,"-73,815532","6,05537"
68,SANTANDER,68255,EL PLAYÓN,Municipio,"-73,20287","7,470715"
68,SANTANDER,68264,ENCINO,Municipio,"-73,098749","6,137429"
68,SANTANDER,68266,ENCISO,Municipio,"-72,699647","6,668034"
68,SANTANDER,68271,FLORIÁN,Municipio,"-73,97143","5,804659"
68,SANTANDER,68276,FLORIDABLANCA,Municipio,"-73,099104","7,072329"
68,SANTANDER,68296,GALÁN,Municipio,"-73,287769","6,638423"
68,SANTANDER,68298,GÁMBITA,Municipio,"-73,344185","5,945998"
68,SANTANDER,68307,GIRÓN,Municipio,"-73,166832","7,070432"
68,SANTANDER,68318,GUACA,Municipio,"-72,856322","6,876563"
68,SANTANDER,68320,GUADALUPE,Municipio,"-73,419292","6,245847"
68,SANTANDER,68322,GUAPOTÁ,Municipio,"-73,320732","6,308635"
68,SANTANDER,68324,GUAVATÁ,Municipio,"-73,700906","5,954348"
68,SANTANDER,68327,GÜEPSA,Municipio,"-73,575146","6,025013"
68,SANTANDER,68344,HATO,Municipio,"-73,308399","6,543957"
68,SANTANDER,68368,JESÚS MARÍA,Municipio,"-73,783396","5,876497"
68,SANTANDER,68370,JORDÁN,Municipio,"-73,096053","6,732727"
68,SANTANDER,68377,LA BELLEZA,Municipio,"-73,965494","5,85925"
68,SANTANDER,68385,LANDÁZURI,Municipio,"-73,811359","6,218812"
68,SANTANDER,68397,LA PAZ,Municipio,"-73,58959","6,178509"
68,SANTANDER,68406,LEBRIJA,Municipio,"-73,219524","7,113351"
68,SANTANDER,68418,LOS SANTOS,Municipio,"-73,102739","6,755203"
68,SANTANDER,68425,MACARAVITA,Municipio,"-72,593105","6,50658"
68,SANTANDER,68432,MÁLAGA,Municipio,"-72,732089","6,703081"
68,SANTANDER,68444,MATANZA,Municipio,"-73,015566","7,323175"
68,SANTANDER,68464,MOGOTES,Municipio,"-72,969807","6,475246"
68,SANTANDER,68468,MOLAGAVITA,Municipio,"-72,809175","6,67432"
68,SANTANDER,68498,OCAMONTE,Municipio,"-73,122563","6,339988"
68,SANTANDER,68500,OIBA,Municipio,"-73,299791","6,26521"
68,SANTANDER,68502,ONZAGA,Municipio,"-72,816766","6,344104"
68,SANTANDER,68522,PALMAR,Municipio,"-73,29109","6,537789"
68,SANTANDER,68524,PALMAS DEL SOCORRO,Municipio,"-73,287764","6,406139"
68,SANTANDER,68533,PÁRAMO,Municipio,"-73,17022","6,416811"
68,SANTANDER,68547,PIEDECUESTA,Municipio,"-73,054795","6,997245"
68,SANTANDER,68549,PINCHOTE,Municipio,"-73,174209","6,531552"
68,SANTANDER,68572,PUENTE NACIONAL,Municipio,"-73,677567","5,878381"
68,SANTANDER,68573,PUERTO PARRA,Municipio,"-74,056129","6,650785"
68,SANTANDER,68575,PUERTO WILCHES,Municipio,"-73,899909","7,344057"
68,SANTANDER,68615,RIONEGRO,Municipio,"-73,150177","7,265014"
68,SANTANDER,68655,SABANA DE TORRES,Municipio,"-73,49906","7,391919"
68,SANTANDER,68669,SAN ANDRÉS,Municipio,"-72,848864","6,811511"
68,SANTANDER,68673,SAN BENITO,Municipio,"-73,50907","6,126656"
68,SANTANDER,68679,SAN GIL,Municipio,"-73,134776","6,551952"
68,SANTANDER,68682,SAN JOAQUÍN,Municipio,"-72,867638","6,427548"
68,SANTANDER,68684,SAN JOSÉ DE MIRANDA,Municipio,"-72,733616","6,658995"
68,SANTANDER,68686,SAN MIGUEL,Municipio,"-72,644123","6,575315"
68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,Municipio,"-73,411024","6,880383"
68,SANTANDER,68705,SANTA BÁRBARA,Municipio,"-72,907445","6,990996"
68,SANTANDER,68720,SANTA HELENA DEL OPÓN,Municipio,"-73,616716","6,339565"
68,SANTANDER,68745,SIMACOTA,Municipio,"-73,337368","6,443469"
68,SANTANDER,68755,SOCORRO,Municipio,"-73,261198","6,46387"
68,SANTANDER,68770,SUAITA,Municipio,"-73,44165","6,101329"
68,SANTANDER,68773,SUCRE,Municipio,"-73,790975","5,918743"
68,SANTANDER,68780,SURATÁ,Municipio,"-72,984232","7,36658"
68,SANTANDER,68820,TONA,Municipio,"-72,967023","7,201417"
68,SANTANDER,68855,VALLE DE SAN JOSÉ,Municipio,"-73,143507","6,448028"
68,SANTANDER,68861,VÉLEZ,Municipio,"-73,672447","6,009275"
68,SANTANDER,68867,VETAS,Municipio,"-72,871041","7,30981"
68,SANTANDER,68872,VILLANUEVA,Municipio,"-73,174307","6,670078"
68,SANTANDER,68895,ZAPATOCA,Municipio,"-73,268034","6,814387"
70,SUCRE,70001,SINCELEJO,Municipio,"-75,395445","9,302322"
70,SUCRE,70110,BUENAVISTA,Municipio,"-74,972827","9,319794"
70,SUCRE,70124,CAIMITO,Municipio,"-75,117141","8,789324"
70,SUCRE,70204,COLOSÓ,Municipio,"-75,353256","9,494192"
70,SUCRE,70215,COROZAL,Municipio,"-75,293048","9,318749"
70,SUCRE,70221,COVEÑAS,Municipio,"-75,680158","9,402779"
70,SUCRE,70230,CHALÁN,Municipio,"-75,312697","9,545352"
70,SUCRE,70233,EL ROBLE,Municipio,"-75,198378","9,100647"
70,SUCRE,70235,GALERAS,Municipio,"-75,04959","9,160379"
70,SUCRE,70265,GUARANDA,Municipio,"-74,537749","8,468556"
70,SUCRE,70400,LA UNIÓN,Municipio,"-75,276056","8,853975"
70,SUCRE,70418,LOS PALMITOS,Municipio,"-75,268716","9,380269"
70,SUCRE,70429,MAJAGUAL,Municipio,"-74,628077","8,541163"
70,SUCRE,70473,MORROA,Municipio,"-75,305949","9,331395"
70,SUCRE,70508,OVEJAS,Municipio,"-75,229037","9,527176"
70,SUCRE,70523,PALMITO,Municipio,"-75,541264","9,333157"
70,SUCRE,70670,SAMPUÉS,Municipio,"-75,380222","9,183193"
70,SUCRE,70678,SAN BENITO ABAD,Municipio,"-75,031089","8,930108"
70,SUCRE,70702,SAN JUAN DE BETULIA,Municipio,"-75,243565","9,273066"
70,SUCRE,70708,SAN MARCOS,Municipio,"-75,133831","8,661774"
70,SUCRE,70713,SAN ONOFRE,Municipio,"-75,522398","9,736955"
70,SUCRE,70717,SAN PEDRO,Municipio,"-75,063647","9,39625"
70,SUCRE,70742,SAN LUIS DE SINCÉ,Municipio,"-75,145999","9,244308"
70,SUCRE,70771,SUCRE,Municipio,"-74,723175","8,811737"
70,SUCRE,70820,SANTIAGO DE TOLÚ,Municipio,"-75,581112","9,525387"
70,SUCRE,70823,SAN JOSÉ DE TOLUVIEJO,Municipio,"-75,44085","9,451819"
73,TOLIMA,73001,IBAGUÉ,Municipio,"-75,19425","4,432248"
73,TOLIMA,73024,ALPUJARRA,Municipio,"-74,9329","3,391548"
73,TOLIMA,73026,ALVARADO,Municipio,"-74,953418","4,567356"
73,TOLIMA,73030,AMBALEMA,Municipio,"-74,764429","4,782682"
73,TOLIMA,73043,ANZOÁTEGUI,Municipio,"-75,093772","4,631756"
73,TOLIMA,73055,ARMERO,Municipio,"-74,884438","5,030744"
73,TOLIMA,73067,ATACO,Municipio,"-75,382545","3,590591"
73,TOLIMA,73124,CAJAMARCA,Municipio,"-75,431971","4,438812"
73,TOLIMA,73148,CARMEN DE APICALÁ,Municipio,"-74,717633","4,152334"
73,TOLIMA,73152,CASABIANCA,Municipio,"-75,120966","5,078465"
73,TOLIMA,73168,CHAPARRAL,Municipio,"-75,480765","3,722918"
73,TOLIMA,73200,COELLO,Municipio,"-74,898464","4,287276"
73,TOLIMA,73217,COYAIMA,Municipio,"-75,193862","3,798036"
73,TOLIMA,73226,CUNDAY,Municipio,"-74,692227","4,059259"
73,TOLIMA,73236,DOLORES,Municipio,"-74,896761","3,539072"
73,TOLIMA,73268,ESPINAL,Municipio,"-74,885446","4,151314"
73,TOLIMA,73270,FALAN,Municipio,"-74,953007","5,123104"
73,TOLIMA,73275,FLANDES,Municipio,"-74,818763","4,276373"
73,TOLIMA,73283,FRESNO,Municipio,"-75,035722","5,153576"
73,TOLIMA,73319,GUAMO,Municipio,"-74,968135","4,030992"
73,TOLIMA,73347,HERVEO,Municipio,"-75,177151","5,080228"
73,TOLIMA,73349,HONDA,Municipio,"-74,75699","5,211816"
73,TOLIMA,73352,ICONONZO,Municipio,"-74,531969","4,176487"
73,TOLIMA,73408,LÉRIDA,Municipio,"-74,910716","4,862046"
73,TOLIMA,73411,LÍBANO,Municipio,"-75,061959","4,92042"
73,TOLIMA,73443,SAN SEBASTIÁN DE MARIQUITA,Municipio,"-74,889276","5,199708"
73,TOLIMA,73449,MELGAR,Municipio,"-74,641317","4,203655"
73,TOLIMA,73461,MURILLO,Municipio,"-75,171022","4,874341"
73,TOLIMA,73483,NATAGAIMA,Municipio,"-75,093182","3,624324"
73,TOLIMA,73504,ORTEGA,Municipio,"-75,222601","3,934916"
73,TOLIMA,73520,PALOCABILDO,Municipio,"-75,022167","5,120918"
73,TOLIMA,73547,PIEDRAS,Municipio,"-74,878106","4,543951"
73,TOLIMA,73555,PLANADAS,Municipio,"-75,644163","3,197911"
73,TOLIMA,73563,PRADO,Municipio,"-74,927447","3,750939"
73,TOLIMA,73585,PURIFICACIÓN,Municipio,"-74,935555","3,857246"
73,TOLIMA,73616,RIOBLANCO,Municipio,"-75,644069","3,529932"
73,TOLIMA,73622,RONCESVALLES,Municipio,"-75,605959","4,011567"
73,TOLIMA,73624,ROVIRA,Municipio,"-75,240648","4,239019"
73,TOLIMA,73671,SALDAÑA,Municipio,"-75,016852","3,929815"
73,TOLIMA,73675,SAN ANTONIO,Municipio,"-75,480074","3,914146"
73,TOLIMA,73678,SAN LUIS,Municipio,"-75,095804","4,133721"
73,TOLIMA,73686,SANTA ISABEL,Municipio,"-75,097934","4,713606"
73,TOLIMA,73770,SUÁREZ,Municipio,"-74,831885","4,048891"
73,TOLIMA,73854,VALLE DE SAN JUAN,Municipio,"-75,115669","4,197494"
73,TOLIMA,73861,VENADILLO,Municipio,"-74,929333","4,717878"
73,TOLIMA,73870,VILLAHERMOSA,Municipio,"-75,117729","5,030452"
73,TOLIMA,73873,VILLARRICA,Municipio,"-74,600285","3,936902"
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,Municipio,"-76,52133","3,413686"
76,VALLE DEL CAUCA,76020,ALCALÁ,Municipio,"-75,779792","4,674994"
76,VALLE DEL CAUCA,76036,ANDALUCÍA,Municipio,"-76,167925","4,171713"
76,VALLE DEL CAUCA,76041,ANSERMANUEVO,Municipio,"-75,992003","4,794984"
76,VALLE DEL CAUCA,76054,ARGELIA,Municipio,"-76,119905","4,726945"
76,VALLE DEL CAUCA,76100,BOLÍVAR,Municipio,"-76,183583","4,337846"
76,VALLE DEL CAUCA,76109,BUENAVENTURA,Municipio,"-77,01074","3,875708"
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Municipio,"-76,298979","3,900736"
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,Municipio,"-76,15682","4,208358"
76,VALLE DEL CAUCA,76122,CAICEDONIA,Municipio,"-75,830594","4,334808"
76,VALLE DEL CAUCA,76126,CALIMA,Municipio,"-76,484132","3,933664"
76,VALLE DEL CAUCA,76130,CANDELARIA,Municipio,"-76,346519","3,408354"
76,VALLE DEL CAUCA,76147,CARTAGO,Municipio,"-75,924374","4,742192"
76,VALLE DEL CAUCA,76233,DAGUA,Municipio,"-76,68886","3,657318"
76,VALLE DEL CAUCA,76243,EL ÁGUILA,Municipio,"-76,042779","4,906062"
76,VALLE DEL CAUCA,76246,EL CAIRO,Municipio,"-76,221611","4,760874"
76,VALLE DEL CAUCA,76248,EL CERRITO,Municipio,"-76,311972","3,684229"
76,VALLE DEL CAUCA,76250,EL DOVIO,Municipio,"-76,237084","4,510452"
76,VALLE DEL CAUCA,76275,FLORIDA,Municipio,"-76,234199","3,324118"
76,VALLE DEL CAUCA,76306,GINEBRA,Municipio,"-76,268068","3,724181"
76,VALLE DEL CAUCA,76318,GUACARÍ,Municipio,"-76,330911","3,761815"
76,VALLE DEL CAUCA,76364,JAMUNDÍ,Municipio,"-76,538472","3,258751"
76,VALLE DEL CAUCA,76377,LA CUMBRE,Municipio,"-76,56805","3,649268"
76,VALLE DEL CAUCA,76400,LA UNIÓN,Municipio,"-76,099661","4,533869"
76,VALLE DEL CAUCA,76403,LA VICTORIA,Municipio,"-76,036529","4,523603"
76,VALLE DEL CAUCA,76497,OBANDO,Municipio,"-75,974709","4,575712"
76,VALLE DEL CAUCA,76520,PALMIRA,Municipio,"-76,298846","3,531544"
76,VALLE DEL CAUCA,76563,PRADERA,Municipio,"-76,241799","3,419793"
76,VALLE DEL CAUCA,76606,RESTREPO,Municipio,"-76,523329","3,821351"
76,VALLE DEL CAUCA,76616,RIOFRÍO,Municipio,"-76,288313","4,156908"
76,VALLE DEL CAUCA,76622,ROLDANILLO,Municipio,"-76,152277","4,413601"
